Precio,Expensas,Calle,Altura,Piso,Link,Ambientes,Dormitorios,Baños,Toilettes,Estado,Antiguedad,Disposicion,Orientacion,Tipo_Balcon,Apto_Profesional,Apto_Credito,Tipo_Unidad,Tipo_Operacion,Sup_Cubierta_m2,Sup_Total_m2,Sup_Desc_m2,Precio_Ficha,Expensas_Ficha,Cant_Pisos_Edificio,Deptos_Por_Piso,Antig_Edif,Estado_Edif,Aire_acondicionado_individual,Electricidad,Losa_radiante,Gas_natural,Agua_corriente,Agua_caliente,Balcón,Terraza,Jardín,Patio,Baulera,Cochera,Muebles_de_cocina,Lavarropas,Lavavajillas,Conexión_para_lavarropas,Permite_Mascotas,Apto_Crédito,Ascensor,Pileta,Piscina,Parrilla,SUM,Gimnasio,Sauna,Laundry,Seguridad_24hs,Vigilancia,Acceso_mov_reducida,Pavimento,ABL,Smart_Amenities,Smart_Losa_Central,Smart_Luminoso,Smart_Balcon_Aterrazado,Precio_m2,Barrio
95000,150000,Juan Ramirez DE Velazco Al,300,1.0,https://departamento.mercadolibre.com.ar/MLA-1675813641-departamento-en-venta-en-villa-crespo-_JM#polycard_client=search-desktop&search_layout=grid&position=23&type=item&tracking_id=ff9cbda9-7134-4806-809e-02d1ca465fd9&price_drop=not_apply,2,1,1,0,Bueno,70,Frente,Oeste,0,0,0,0,0,45.0,50.0,0,95000,150000,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900.0,Villa Crespo
46000,0,Bonifacio Jose Al,3000,PB,https://departamento.mercadolibre.com.ar/MLA-1549958695-2-ambientes-muy-luminosos-en-flores-_JM#polycard_client=search-desktop&search_layout=grid&position=24&type=item&tracking_id=ff9cbda9-7134-4806-809e-02d1ca465fd9&price_drop=not_apply,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Flores
345000,430000,Franklin D Roosevelt Al,2600,0.0,https://departamento.mercadolibre.com.ar/MLA-2277673944-departamento-en-venta-4-ambientes-con-dependencia-en-belgrano-_JM#polycard_client=search-desktop&search_layout=grid&position=25&type=item&tracking_id=ff9cbda9-7134-4806-809e-02d1ca465fd9&price_drop=not_apply,4,3,3,0,Bueno,30,Frente,Norte,0,0,0,0,0,140.0,150.0,0,345000,430000,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2300.0,Belgrano
179000,0,Laprida,900,PB,https://departamento.mercadolibre.com.ar/MLA-2506781878-venta-departamento-3-ambientes-con-dependencia-super-luminoso-barrio-norte-apto-credito-_JM#polycard_client=search-desktop&search_layout=grid&position=26&type=item&tracking_id=ff9cbda9-7134-4806-809e-02d1ca465fd9&price_drop=not_apply,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,179000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Recoleta
85000,0,Av. Olleros Al,1600,PB,https://departamento.mercadolibre.com.ar/MLA-2747833712-departamento-en-venta-2-ambientes-contrafrente-muy-luminoso-palermo-_JM#polycard_client=search-desktop&search_layout=grid&position=27&type=item&tracking_id=ff9cbda9-7134-4806-809e-02d1ca465fd9&price_drop=not_apply,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,85000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Palermo
72900,140000,Av Rivadavia,6242,8.0,https://departamento.mercadolibre.com.ar/MLA-1607486073-departamento-dos-ambientes-remodelado-conectividad-y-mucha-luz-seguridad-24h-_JM#polycard_client=search-desktop&search_layout=grid&position=28&type=item&tracking_id=ff9cbda9-7134-4806-809e-02d1ca465fd9&price_drop=not_apply,2,1,1,0,Bueno,43,Lateral,Sur,0,0,0,0,0,38.0,38.0,0,72900,140000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1918.42,Caballito
150000,161000,Juncal,2300,1,https://departamento.mercadolibre.com.ar/MLA-1556761015-departamento-en-venta-en-recoleta-capital-federal-buenos-aires-_JM#polycard_client=search-desktop&search_layout=grid&position=29&type=item&float_highlight=not_apply&tracking_id=ff9cbda9-7134-4806-809e-02d1ca465fd9&price_drop=not_apply,3,2,1,0,Bueno,55,Frente,Nan,0,0,0,0,0,60.0,60.0,0,150000,161000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500.0,Recoleta
103000,116000,Diaz Velez Al,3600,8.0,https://departamento.mercadolibre.com.ar/MLA-2866202990-depto-3-ambientes-muy-luminoso-en-almagro-apto-credito-_JM#polycard_client=search-desktop&search_layout=grid&position=30&type=item&tracking_id=ff9cbda9-7134-4806-809e-02d1ca465fd9&price_drop=not_apply,3,2,1,0,Bueno,58,Frente,Sur,0,0,0,0,0,42.0,47.0,0,103000,116000,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2191.49,Almagro
220000,0,Zuviria,839,PB,https://departamento.mercadolibre.com.ar/MLA-1675197407-venta-4-ambientes-con-balcon-terraza-cochera-y-doble-baulera-_JM#polycard_client=search-desktop&search_layout=grid&position=31&type=item&tracking_id=ff9cbda9-7134-4806-809e-02d1ca465fd9&price_drop=not_apply,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,220000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Caballito
71000,0,Av. Cramer Al,2800,PB,https://departamento.mercadolibre.com.ar/MLA-1666751221-venta-departamento-2-ambientes-belgrano-super-luminoso-_JM#polycard_client=search-desktop&search_layout=grid&position=32&type=item&tracking_id=ff9cbda9-7134-4806-809e-02d1ca465fd9&price_drop=not_apply,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,71000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Belgrano
89000,0,Estomba,4300,PB,https://departamento.mercadolibre.com.ar/MLA-2814289398-venta-departamento-4-ambientes-en-saavedra-_JM#polycard_client=search-desktop&search_layout=grid&position=33&type=item&tracking_id=ff9cbda9-7134-4806-809e-02d1ca465fd9&price_drop=not_apply,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,89000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Saavedra
79500,0,Av Del Libertador,1186,PB,https://departamento.mercadolibre.com.ar/MLA-2210935454-2-ambientes-en-av-del-libertador-recoleta-con-doble-patio-_JM#polycard_client=search-desktop&search_layout=grid&position=34&type=item&tracking_id=ff9cbda9-7134-4806-809e-02d1ca465fd9&price_drop=not_apply,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,79500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Recoleta
87000,0,Avenida Boedo Al,2000,PB,https://departamento.mercadolibre.com.ar/MLA-1565595005-venta-departamento-semipiso-3-ambientes-56m-en-boedo-parque-patricios-apto-credito-muy-luminoso-_JM#polycard_client=search-desktop&search_layout=grid&position=35&type=item&tracking_id=ff9cbda9-7134-4806-809e-02d1ca465fd9&price_drop=not_apply,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,87000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Boedo
355000,0,3 De Febrero,1700,PB,https://departamento.mercadolibre.com.ar/MLA-2305643476-piso-alto-en-torre-3-dormitorios-2-banos-completos-cochera-vigilancia-24hs-belgrano-_JM#polycard_client=search-desktop&search_layout=grid&position=36&type=item&float_highlight=not_apply&tracking_id=ff9cbda9-7134-4806-809e-02d1ca465fd9&price_drop=not_apply,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,355000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Belgrano
155000,0,Talcahuano,1155,PB,https://departamento.mercadolibre.com.ar/MLA-2812864238-departamento-3-ambientes-venta-en-recoleta-_JM#polycard_client=search-desktop&search_layout=grid&position=37&type=item&float_highlight=not_apply&tracking_id=ff9cbda9-7134-4806-809e-02d1ca465fd9&price_drop=false,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,155000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Recoleta
122500,0,José Hernández,2200,PB,https://departamento.mercadolibre.com.ar/MLA-2620831314-venta-departamento-3-ambientes-en-belgrano-_JM#polycard_client=search-desktop&search_layout=grid&position=38&type=item&float_highlight=not_apply&tracking_id=ff9cbda9-7134-4806-809e-02d1ca465fd9&price_drop=not_apply,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,122500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Belgrano
46000,0,Cuenca,898,PB,https://departamento.mercadolibre.com.ar/MLA-1598655743-2-amb-luminoso-lateral-apto-credito-_JM#polycard_client=search-desktop&search_layout=grid&position=39&type=item&tracking_id=ff9cbda9-7134-4806-809e-02d1ca465fd9&price_drop=not_apply,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Flores
84970,0,Charcas Al,4000,PB,https://departamento.mercadolibre.com.ar/MLA-1661197111-venta-departamento-3-ambientes-a-reciclar-apto-credito-en-palermo-_JM#polycard_client=search-desktop&search_layout=grid&position=40&type=item&tracking_id=ff9cbda9-7134-4806-809e-02d1ca465fd9&price_drop=not_apply,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,84970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Palermo Soho
4000000,0,Azucena Villaflor Al,400,PB,https://departamento.mercadolibre.com.ar/MLA-2618347352-penthouse-torre-mulieris-triplex-piso-alto-vista-al-rio-terraza-con-jacuzzi-4-cocheras-_JM#polycard_client=search-desktop&search_layout=grid&position=41&type=item&tracking_id=ff9cbda9-7134-4806-809e-02d1ca465fd9&price_drop=not_apply,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Puerto Madero
49000,0,Maipú Al,500,PB,https://departamento.mercadolibre.com.ar/MLA-3016693850-venta-departamento-2-ambientes-en-microcentro-ideal-inversor-a-reciclar-_JM#polycard_client=search-desktop&search_layout=grid&position=42&type=item&tracking_id=ff9cbda9-7134-4806-809e-02d1ca465fd9&price_drop=not_apply,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,49000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Maipú Al 500
65000,0,Pasteur,700,PB,https://departamento.mercadolibre.com.ar/MLA-1655675293-venta-departamento-de-dos-ambientes-pasteur-al-700-balvanera-caba-_JM#polycard_client=search-desktop&search_layout=grid&position=43&type=item&float_highlight=not_apply&tracking_id=ff9cbda9-7134-4806-809e-02d1ca465fd9&price_drop=not_apply,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,65000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Balvanera
96000,0,Uruguay,465,PB,https://departamento.mercadolibre.com.ar/MLA-2375511672-departamento-3-ambientes-zona-tribunales-subte-b-san-nicolas-_JM#polycard_client=search-desktop&search_layout=grid&position=44&type=item&tracking_id=ff9cbda9-7134-4806-809e-02d1ca465fd9&price_drop=not_apply,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,96000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,San Nicolás
118000,0,Austria Al,1700,PB,https://departamento.mercadolibre.com.ar/MLA-2833959496-recoleta-departamento-3-amb-patio-76m2-financiamiento-_JM#polycard_client=search-desktop&search_layout=grid&position=45&type=item&tracking_id=ff9cbda9-7134-4806-809e-02d1ca465fd9&price_drop=not_apply,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,118000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Recoleta
147500,0,Avenida San Juan Al,3300,PB,https://departamento.mercadolibre.com.ar/MLA-2481780204-venta-departamento-4-ambientes-dependencia-86m-boedo-2-banos-toilette-cochera-baulera-balcon-frente-_JM#polycard_client=search-desktop&search_layout=grid&position=46&type=item&tracking_id=ff9cbda9-7134-4806-809e-02d1ca465fd9&price_drop=not_apply,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,147500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Boedo
99000,0,San Jose De Calasanz Al,100,PB,https://departamento.mercadolibre.com.ar/MLA-2526625378-venta-departamento-3-ambientes-luminoso-excelente-ubicacion-caballito-_JM#polycard_client=search-desktop&search_layout=grid&position=47&type=item&float_highlight=not_apply&tracking_id=ff9cbda9-7134-4806-809e-02d1ca465fd9&price_drop=not_apply,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,99000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Caballito
76000,0,Santos Dumont Al,2400,PB,https://departamento.mercadolibre.com.ar/MLA-2937397242-palermo-2-amb-refaccionado-venta-_JM#polycard_client=search-desktop&search_layout=grid&position=48&type=item&tracking_id=ff9cbda9-7134-4806-809e-02d1ca465fd9&price_drop=not_apply,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,76000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Palermo
